"","cycle","state","state_abb","party","vote_share","total_votes","election_day","incumbant_party","winning_party","state_winner","run_date"
"184",1980,"District of Columbia","DC","dem",0.748931789819943,130231,"1980-11-04","dem","rep","dem",2021-01-11
"185",1980,"District of Columbia","DC","rep",0.134068284940393,23313,"1980-11-04","dem","rep","dem",2021-01-11
"186",1980,"District of Columbia","DC","other",0.113031876656948,19655,"1980-11-04","dem","rep","dem",2021-01-11
"187",1980,"Florida","FL","dem",0.385002198307696,1419475,"1980-11-04","dem","rep","rep",2021-01-11
"188",1980,"Florida","FL","rep",0.555191627065033,2046951,"1980-11-04","dem","rep","rep",2021-01-11
"189",1980,"Florida","FL","other",0.0597288744800209,220216,"1980-11-04","dem","rep","rep",2021-01-11
"190",1980,"Georgia","GA","dem",0.557961053478665,890955,"1980-11-04","dem","rep","dem",2021-01-11
"191",1980,"Georgia","GA","rep",0.409673065903476,654168,"1980-11-04","dem","rep","dem",2021-01-11
"192",1980,"Georgia","GA","other",0.0323658806178588,51682,"1980-11-04","dem","rep","dem",2021-01-11
"193",1980,"Hawaii","HI","dem",0.448021181257357,135879,"1980-11-04","dem","rep","dem",2021-01-11
"194",1980,"Hawaii","HI","rep",0.429006188857419,130112,"1980-11-04","dem","rep","dem",2021-01-11
"195",1980,"Hawaii","HI","other",0.122972629885224,37295.9999999999,"1980-11-04","dem","rep","dem",2021-01-11
"196",1980,"Idaho","ID","dem",0.251907157928908,110192,"1980-11-04","dem","rep","rep",2021-01-11
"197",1980,"Idaho","ID","rep",0.664559667696162,290699,"1980-11-04","dem","rep","rep",2021-01-11
"198",1980,"Idaho","ID","other",0.08353317437493,36540,"1980-11-04","dem","rep","rep",2021-01-11
"199",1980,"Illinois","IL","dem",0.417164081848176,1981413,"1980-11-04","dem","rep","rep",2021-01-11
"200",1980,"Illinois","IL","rep",0.496460528944753,2358049,"1980-11-04","dem","rep","rep",2021-01-11
"201",1980,"Illinois","IL","other",0.0862482238430426,409655,"1980-11-04","dem","rep","rep",2021-01-11
"202",1980,"Indiana","IN","dem",0.376531924373995,844197.000000001,"1980-11-04","dem","rep","rep",2021-01-11
"203",1980,"Indiana","IN","rep",0.560052416712867,1255656,"1980-11-04","dem","rep","rep",2021-01-11
"204",1980,"Indiana","IN","other",0.0634156589131382,142180,"1980-11-04","dem","rep","rep",2021-01-11
"205",1980,"Iowa","IA","dem",0.386041629827399,508672,"1980-11-04","dem","rep","rep",2021-01-11
"206",1980,"Iowa","IA","rep",0.513050018176147,676026,"1980-11-04","dem","rep","rep",2021-01-11
"207",1980,"Iowa","IA","other",0.100514472235271,132443.999999999,"1980-11-04","dem","rep","rep",2021-01-11
